courseId,courseOfferNumber,termCode,termDescription,sessionCode,classSection,crseCatEffectiveDate,subject,subjectDescription,catalogNumber,catalogNumberInt,catalogNumberChar,catalogNumberSort,classNumber,academicYear,courseTitleLong,enrollmentCap,componentCode,componentDescription,unitsMaximum,equivalentCourseId,academicCareer,classAcadOrg,classAcadOrgDescription,subjectAcadOrg,subjectAcadOrgDescription,acadGroup,acadGroupDescription,gradingBasis,gradingBasisDescription,classType,classTypeDescription,enrollmentConsent,enrollmentConsentDesc,requirementGroup,requirementGroupDescription,examDate,examTimeCode,schedulePrint,classStatus,classStatusDescription,termPatternCode,termPatternDescription,courseNote,recommendedPreparation,bracketedFlag,courseDescr,courseDescrlong,enrollmentCount
111117,1,2172,2017 Spring,1,006,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14222,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,01,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14083,2017,Direction of Doctoral Dissertations,9999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,02,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14085,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,03,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14086,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,04,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14087,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,05,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14088,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,06,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14089,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,07,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14090,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,09,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14091,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,1,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14217,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,10,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14092,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,11,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14093,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,12,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14094,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,13,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14095,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,14,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14096,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,15,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14097,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,16,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14098,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,17,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14099,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,18,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14100,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,19,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14101,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,20,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14102,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,21,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14103,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,22,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14104,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,23,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14105,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,24,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14106,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,25,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14107,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,26,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14108,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,27,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14109,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,28,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14110,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,29,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14111,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,30,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14112,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,31,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14113,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,32,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14114,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,33,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14115,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,34,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14116,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,35,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14117,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,36,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14118,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,37,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14119,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,38,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14120,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,39,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14121,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,40,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14122,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,41,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14123,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111117,1,2172,2017 Spring,1,42,30-AUG-15,RELIGION,Religion,3000,3000,"",000000000000003000,14124,2017,Direction of Doctoral Dissertations,999,DDD,Doctoral Dissertation,16, ,FAS,RELG,"Religion, The Study of",RELG,"Religion, The Study of",FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"May also be taken with other instructors, when authorized by the Chair.","",N,Direction Doct Dissertation,<p></p>,0
111147,1,2172,2017 Spring,1,001,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,10123,2017,Preparation for the Topical Examination,9999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
111147,1,2172,2017 Spring,1,002,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,14662,2017,Preparation for the Topical Examination,999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
111147,1,2172,2017 Spring,1,003,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,14663,2017,Preparation for the Topical Examination,999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
111147,1,2172,2017 Spring,1,004,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,14664,2017,Preparation for the Topical Examination,999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
111147,1,2172,2017 Spring,1,005,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,14665,2017,Preparation for the Topical Examination,999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
111147,1,2172,2017 Spring,1,006,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,14666,2017,Preparation for the Topical Examination,999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
111147,1,2172,2017 Spring,1,007,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,14667,2017,Preparation for the Topical Examination,999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
111147,1,2172,2017 Spring,1,008,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,14668,2017,Preparation for the Topical Examination,999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
111147,1,2172,2017 Spring,1,009,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,14669,2017,Preparation for the Topical Examination,999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
111147,1,2172,2017 Spring,1,010,30-AUG-15,PHIL,Philosophy,333,333,"",000000000000000333,14670,2017,Preparation for the Topical Examination,999,RR,Reading and Research,4, ,FAS,PHIL,Philosophy,PHIL,Philosophy,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Prep for Topical Examination,<p>Required in both fall and spring terms of all third-year graduate students in the Department.</p>,0
